ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
2260,HM Left Knee-Up,Dynamic exercise involving bringing the left knee up towards the chest.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2261,HM Left-Leg Lunge And Kick-Out,Lunge variation with a kicking motion using the left leg.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2262,HM Mountain Pose,Yoga pose focusing on standing tall with arms extended upwards.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2263,HM Butt Kickers,Dynamic exercise involving kicking heels towards the glutes while running in place.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2264,HM Right-Leg Lunge And Kick-Out, Lunge variation with a kicking motion using the right leg.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2265,HM Sumo Get-Up,Dynamic movement transitioning from a sumo squat to standing position.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2266,AM Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2267,AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2268,High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2269,UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2270,UN Forward Lunge,Performing lunges by stepping forward with one leg and lowering the body until both knees are bent at a 90-degree angle.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2271,UN Front Foot Elevated Split Squat,Split squat variation with the front foot elevated on a platform or bench to increase range of motion and target the glutes and quads.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2272,UNS Half-Kneeling Hip Flexor Stretch,"Stretching exercise targeting the hip flexors, performed in a half-kneeling position by pressing the hips forward.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2273,UNS Low Depth Jump,Plyometric exercise involving jumping off a low platform or step and immediately jumping vertically upon landing.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2274,UNS Forward-To-Reverse Lunge,"Dynamic exercise involving transitioning from a forward lunge to a reverse lunge, targeting the quads, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2275,Holman Towel Squat Thrust,"Full-body exercise combining squatting with thrusting the legs back into a plank position, often used for cardiovascular conditioning.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2276,Holman Towel Alternating Prisoner Squat,"Lower body exercise involving alternating squats while holding a towel overhead, targeting the quads, hamstrings, and glutes",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2277,Holman Towel Alternating Lateral Lunge,Lower body exercise involving alternating lateral lunges while holding a towel overhead or in front of the chest for added resistance.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2278,Holman Squat Pull-Through Jump,"Lower body exercise involving squatting and pulling a weight or resistance through the legs, followed by a vertical jump for power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2279,Holman 180 Jump,"Plyometric exercise involving jumping and rotating the body 180 degrees in mid-air before landing, targeting leg strength and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2280,Holman Foot-Elevated Knee-Up to Squat,Lower body and core exercise involving stepping up onto a platform with one foot and bringing the opposite knee up while simultaneously squatting.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2281,Holman Feet-Elevated Squat Thrust,"Full-body exercise similar to a burpee but performed with the feet elevated on a platform or bench, adding intensity and challenging stability.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2282,Holman Hands-Elevated Lunge Jump,Lower body exercise involving jumping lunges with the hands elevated on a platform or bench for increased range of motion and balance challenge.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2283,Holman Hands-Elevated Jack to Split Jump,"Full-body exercise combining jumping jacks with split jumps, often performed with the hands elevated on a platform or bench.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2284,Holman Hands-Elevated Wide Squat Thrust,"Full-body exercise similar to a burpee but with the hands elevated on a platform or bench, adding intensity and challenging stability.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2285,Holman Hands-Elevated Squat Thrust to Split Jack,"Full-body exercise combining squat thrusts with split jumping jacks, often performed with the hands elevated on a platform or bench.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2286,Holman Squat Jump,"Lower body exercise involving squatting down and exploding upwards into a jump, targeting the quadriceps, hamstrings, and glutes for power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2287,Holman Squat Pulse,"Lower body exercise involving holding a squat position at the lowest point and pulsing up and down to target the quads, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2288,Holman Jump-Out Push-Up,"Full-body exercise combining jumping out into a plank position with performing a push-up, targeting the chest, shoulders, triceps, and core.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2289,Holman Alternating Forward Lunge,"Lower body exercise involving stepping forward with one leg and lowering the body into a lunge position, alternating legs for each repetition.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2290,Holman Burpee to Jump,"Full-body exercise involving dropping down into a plank position, performing a push-up, jumping the feet forward, and then exploding into a vertical jump.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2291,Holman Pilates Single-Leg Stretch,"Core exercise involving lying on the back and alternating extending one leg while bringing the opposite knee towards the chest, similar to the Pilates exercise.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2292,Holman Alternating Reverse Prisoner Lunge,"Lower body exercise involving stepping back with one leg into a lunge position while holding the hands behind the head, alternating legs for each repetition.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2293,Holman Narrow-Wide Squat Jump to 180 Jump,"Plyometric exercise involving performing narrow and wide squat jumps followed by a 180-degree jump, targeting leg strength and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2294,Holman 180 Jump to Lunge,"Plyometric exercise involving jumping and rotating the body 180 degrees in mid-air before landing in a lunge position, targeting leg strength and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2295,Holman Imaginary Jump Rope,"Cardiovascular exercise simulating jumping rope without an actual rope, often used for warm-up or conditioning.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2296,Holman Fast Feet with Hands Up,"Cardiovascular and agility exercise involving quickly moving the feet in place while raising the hands overhead, often used for warm-up or conditioning.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2297,Holman Hands-Elevated Alternating Lunge Jump,Lower body exercise involving jumping lunges with the hands elevated on a platform or bench for increased range of motion and balance challenge.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2298,Holman Right Split Lunge,"Lower body exercise involving stepping back with the right leg into a lunge position, targeting the quads, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2299,Holman Left Split Lunge,"Lower body exercise involving stepping back with the left leg into a lunge position, targeting the quads, hamstrings, and glutes",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2300,Holman Plyometric Jump,Plyometric exercise involving explosive jumping movements to improve power and agility.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2301,Holman Quad Touch Jump,"Plyometric exercise involving jumping and touching the hands to the knees at the peak of the jump, targeting leg strength and explosive power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2302,Holman Skate,"Plyometric exercise involving jumping from side to side in a skating motion, often used for agility and coordination training.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2303,Holman Lunge Jump,"Lower body exercise involving jumping and alternating lunges, targeting leg strength, power, and coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2304,Holman Flying Squat Thrust,"Full-body exercise combining squat thrusts with an explosive jump, challenging cardiovascular endurance and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2305,Holman 90-Degree Jump,"Plyometric exercise involving jumping and rotating the body 90 degrees in mid-air before landing, targeting leg strength and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2306,Holman Half Jack to 180 Jump,"Full-body exercise combining half jumping jacks with a 180-degree jump, targeting cardiovascular fitness and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2307,Holman Quick Feet to Quad Touch Jump,"Plyometric exercise involving rapid foot movements followed by a vertical jump with hands touching the knees, targeting agility and leg power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2308,Holman Squat Thrust to Push-Up to Super Woman,"Full-body exercise combining squat thrusts with push-ups and extending the arms and legs off the ground like superman, targeting the entire body.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2309,Holman Plyometric Jump to 180 Jump,"Plyometric exercise involving a series of vertical jumps followed by a 180-degree jump, challenging leg strength and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2310,Holman Standing Heel Click to Hands Down Heel Click,Plyometric exercise involving jumping and clicking the heels together both in a standing position and from a plank position.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2311,Holman Burpee to 180 Jump,"Full-body exercise combining burpees with a 180-degree jump, targeting cardiovascular fitness and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2312,Holman Traveling Low Jack to Belly Touch,"Cardiovascular exercise involving traveling low jumping jacks with touching the belly to the ground, targeting core stability and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2313,Holman Flying Squat Thrust to Shoulder Tap,"Full-body exercise combining squat thrusts with shoulder taps in a plank position, enhancing core stability and shoulder strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2314,Holman Squat Jump to Alternating Side Lunge Jump,"Lower body exercise involving a combination of explosive squat jumps and lateral lunges, targeting leg muscles and improving agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2315,Holman Low Squat with Low Diagonal Dumbbell Punch,"Lower body and core exercise performed in a low squat position while alternating diagonal dumbbell punches, engaging multiple muscle groups.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2316,Holman Right Leg Hop to Right Reverse Lunge,"Dynamic lower body movement starting with a single-leg hop followed by a reverse lunge on the same leg, enhancing balance and coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2317,Holman Left Leg Hop to Left Reverse Lunge,"Similar to the previous exercise, but performed on the left leg, targeting balance, and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2318,Holman Burpee to Open Stance,"Full-body exercise combining a burpee with transitioning to an open stance, improving cardiovascular fitness and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2319,Holman Diagonal Squat Thrust to Renegade Forward Punch,"Full-body exercise combining diagonal squat thrusts with forward punches in a renegade plank position, targeting core stability and upper body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2320,Holman Bear Crawl,"Ground-based locomotion exercise performed on all fours, mimicking the movement of a bear, engaging the entire body and improving coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2321,Holman Bear Crawl to Donkey Kick,"Bear crawl variation involving kicking the legs backward in a donkey kick motion, targeting the glutes and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2322,Holman Bear Crawl to Froggy Push-Up,"Bear crawl variation followed by a froggy push-up, targeting upper body and core strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2323,Holman Bear Crawl to Shoulder Tap,"Bear crawl variation incorporating shoulder taps in a plank position, enhancing core stability and shoulder strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2324,Holman Burpee to Tuck Jump,"Full-body exercise combining a burpee with a tuck jump, improving cardiovascular fitness, and explosive power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2325,Holman Burpee to Flying Squat Thrust to Tuck Jump,"Advanced full-body exercise combining a burpee, flying squat thrust, and a tuck jump, targeting cardiovascular fitness and explosiveness.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2326,Holman Forward Lunge to Reverse Lunge,"Dynamic lower body exercise involving transitioning from a forward lunge to a reverse lunge, targeting quadriceps, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2327,Holman Renegade Lunge Jump,"Plyometric exercise involving alternating lunge jumps in a renegade plank position, improving lower body strength and explosiveness.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2328,Holman Squat Jump to Lunge Jump,"Plyometric exercise combining squat jumps with alternating lunge jumps, targeting lower body muscles and enhancing power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2329,Holman Prisoner Reverse Lunge,"Lower body exercise involving reverse lunges with the hands clasped behind the head, targeting quadriceps, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2330,Holman Wide-to-Narrow Squat Jump,"Plyometric exercise involving jumping from a wide squat stance to a narrow squat stance, targeting inner and outer thigh muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2331,Holman Donkey Run,"Dynamic lower body exercise involving quick alternating leg movements similar to a donkey kick, targeting hip flexors and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2332,Holman Weighted Wide-to-Narrow Squat Jump,"Plyometric exercise similar to the previous one but performed with added weight resistance, increasing the challenge.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2333,Holman Wide-to-Narrow Donkey Kick,"Dynamic lower body exercise combining wide and narrow donkey kicks, targeting hip flexors, glutes, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2334,Holman Mule Kick,"Dynamic lower body exercise involving kicking both legs backward while in a plank position, targeting the glutes, hamstrings, and lower back.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2335,Holman Goal Post to Squat,"Full-body exercise combining raising the arms to a goal post position with squatting movements, targeting shoulders, chest, and legs.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2336,Holman Frogger Squat to Heel Click,"Lower body exercise involving squatting down and then jumping up while clicking the heels together, targeting leg strength and coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2337,Holman Stair Sprint,"Cardiovascular exercise involving sprinting up a flight of stairs, improving leg strength and cardiovascular fitness.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2338,Holman Stair Bear Crawl,"Bear crawl variation performed on stairs, challenging coordination and engaging the entire body.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2339,Holman Burpee to Flying Squat Thrust,"Full-body exercise combining a burpee with an explosive squat thrust, targeting cardiovascular fitness and lower body strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2340,Holman Flying Squat Thrust to Push-Up,"Combines a squat thrust with a push-up, engaging multiple muscle groups.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2341,Holman Foot-Elevated Step-To-Lunge,Step-up exercise targeting the lower body and core stability.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2342,Holman Split Lunge,Lunging movement focusing on unilateral leg strength and stability.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2343,Holman Stair Climb,Climbing stairs to improve cardiovascular endurance and lower body strength.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2344,Holman Burpee to Flying Jack,A combination of a burpee and a jumping jack for full-body conditioning.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2345,Holman Right Reverse Lunge,Reverse lunge targeting the right leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2346,Holman Left Reverse Lunge,Reverse lunge targeting the left leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2347,Holman Squat Tap to Hop,Squat movement followed by a hopping motion for lower body power.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2348,Holman Squat Tap to Jump-Forward-Jump-Back,Squatting with alternating forward and backward jumps for agility and explosive power.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2349,Holman Squat Hip Drive,Squat variation emphasizing hip drive for glute and hamstring activation.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2350,Holman Alternating Double Lunge Hop,Alternating lunges with a hopping motion to enhance lower body strength and coordination.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2351,Holman Right Reverse Lunge to Front Kick,"Reverse lunge followed by a front kick, targeting the right leg muscles and adding a dynamic element.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2352,Holman Right Leg Forward Lunge Hop,Forward lunge with a hopping motion targeting the right leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2353,Holman Right Squat Thrust,Squat thrust emphasizing the right leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2354,Holman Left Reverse Lunge to Front Kick,"Reverse lunge followed by a front kick, targeting the left leg muscles and adding a dynamic element.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2355,Holman Left Leg Forward Lunge Hop,Forward lunge with a hopping motion targeting the left leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2356,Holman Left Side Diagonal Burpee,Diagonal burpee emphasizing lateral movement and core stability.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2357,Holman Left Squat Thrust,Squat thrust emphasizing the left leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2358,Holman Wide Squat Thrust,"Squat thrust with a wider stance, targeting inner thigh muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2359,Holman Alternating Single-Leg Hop to Squat to 180 Jump,Hop to Squat to 180 Jump: Alternating single-leg hops followed by squats and a 180-degree jump for lower body and agility training.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2360,Holman Right Lunge Hop to Chest Press,"Right leg lunge followed by a chest press, integrating lower body and upper body exercises.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2361,Holman Left Lunge Hop to Overhead Press,"Left leg lunge followed by an overhead press, integrating lower body and upper body exercises.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2362,Holman 180 Jump Hop Forward Hop Back,Dynamic jumping movement involving a 180-degree turn and hopping forward and backward.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2363,Holman Right Split Squat,Split squat targeting the right leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2364,Holman Left Split Squat,Split squat targeting the left leg muscles.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2365,Holman Double Squat Pulse to 180 Jump,Squat pulse followed by a 180-degree jump for lower body power and agility.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2366,Holman Towel Left Side Squat,"Squat variation incorporating a towel for added resistance, targeting the left leg muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2367,Holman Alternating Lunge Jump,Alternating lunges with a jumping motion to enhance lower body power and coordination.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2368,Holman Lunge Jump to Squat Jump,Sequential jumping movements involving lunges and squats for lower body strength and explosiveness.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2369,Holman Burpee with Belly Touch,Burpee variation including a touch to the belly for added core engagement.,Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2370,Bootstrapper squat,"The bootstrapper squat is a movement that improves mobility, muscular strength, and flexibility in the hips and hamstrings. It is usually performed as part of a dynamic warm-up for the lower body to mobilize the hips and improve squat form.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2371,Total Fitness Broad Jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2372,Total Fitness Lateral Lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2373,Lateral shuffle,"The lateral shuffle is a common exercise in sports training and gym classes. It involves taking steps to one side and then steps to the other side. It can be performed as part of a circuit for athletes of any level, but is also a great movement for beginners.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2374,Total Fitness Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2375,Total Fitness Spider Lunge,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2376,Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2377,Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2378,Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2379,Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2380,King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2381,King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2382,Muscle Beach Skip,"Dynamic cardio exercise involving skipping movements, improving coordination and cardiovascular fitness.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2383,Muscle Beach Broad Jump,"Explosive lower body exercise involving jumping forward as far as possible, targeting leg muscles and power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2384,Muscle Beach Sprint,"High-intensity running exercise performed at maximum speed, improving cardiovascular endurance and leg strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2385,Muscle Beach Front Kick,"Martial arts-inspired exercise involving kicking forward, targeting leg muscles and improving flexibility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2386,Muscle Beach Side Kick,"Martial arts-inspired exercise involving kicking sideways, targeting leg muscles and enhancing balance.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2387,Muscle Beach Spin Kick,"Martial arts-inspired exercise involving spinning while kicking, improving coordination and leg strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2388,Muscle Beach Freestyle Kick,"Dynamic kicking exercise performed with various kicking movements, enhancing agility and leg strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2389,MetaBurn Alternating Curtsy Lunge To Squat,"Lower body exercise sequence involving alternating curtsy lunges and squats, targeting glutes, quads, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2390,MetaBurn Alternating Curtsy Lunge With High Knee,"Lower body exercise sequence involving alternating curtsy lunges and squats, targeting glutes, quads, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2391,MetaBurn Alternating Diagonal Sprawl,"Lower body exercise combining curtsy lunges with high knee raises, improving balance, and leg strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2392,MetaBurn Alternating Lateral Sprawl,"Full-body exercise involving diagonal sprawl movements, engaging core muscles and improving agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2393,MetaBurn Curtsy Lunge,"Full-body exercise involving lateral sprawl movements, targeting core stability and agility.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2394,MetaBurn Frogger,"Lower body exercise involving curtsy lunges, targeting glutes, quads, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2395,MetaBurn High Knee Rotation,"Dynamic exercise involving squatting down and then jumping back into a plank position, targeting core and lower body muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2396,MetaBurn Side-To-Side Lunge,"Cardio exercise involving rotating the torso while performing high knees, engaging core muscles and improving coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2397,MetaBurn Star Jump,"Plyometric exercise involving jumping up and spreading the arms and legs out like a star, improving explosive power and cardiovascular fitness.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2398,MetaBurn Tuck Jump With Knee Slap,"Plyometric exercise involving jumping up while bringing the knees to the chest and slapping them with the hands, enhancing explosive power and coordination.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2399,MetaBurn Lateral Bounding Hop,"Plyometric exercise involving lateral jumping movements, improving agility and lower body strength",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2400,MetaBurn Double Lunge,"Lower body exercise involving alternating lunges, targeting glutes, quads, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2401,Robertson Sprinter Step-Up,"Lower body exercise involving stepping up onto a platform in a sprinter-like motion, targeting leg muscles and improving explosive power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2402,FYR2 Front Kick-Through,"Dynamic full-body exercise involving kicking the legs forward and stepping through with the opposite leg, targeting core stability and leg strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2403,Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2404,FYR2 Plyo Split Squat,"Lower body plyometric exercise involving jumping from a split squat position, targeting glutes, quads, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2405,FYR2 Reverse Burpee,"Full-body exercise involving lying down, then explosively standing up, targeting core and lower body muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2406,FYR2 Reverse Burpee to Regular Burpee,"Full-body exercise combining reverse burpees with regular burpees, improving cardiovascular fitness and strength.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2407,FYR2 Reverse Burpee Tuck Jump,"Advanced full-body exercise combining reverse burpees with tuck jumps, targeting explosive power and cardiovascular endurance.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2408,FYR2 Sprawlee,"Full-body exercise involving jumping back into a plank position from a standing position, engaging core and upper body muscles.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2409,FYR2 Squat Hold,"Lower body exercise involving holding a squat position for an extended period, targeting quadriceps, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2410,FYR2 Squat Jump,"Plyometric lower body exercise involving jumping explosively from a squat position, targeting leg muscles and improving power.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
2411,FYR2 Squat Pulse,"Lower body exercise involving pulsing up and down in a squat position, taregting quadriceps, hamstrings, and glutes.",Strength,Quadriceps,Body Only,Intermediate,5.029999999999999
